Target	Source
RXRA	NSD1
RXRA	PPARG
RXRA	RARG
RXRA	RELA
RXRB	NCOA1
RXRB	NR1H2
RXRB	NR2C2
RXRB	NR4A2
RXRB	PPARG
RXRB	RARG
RXRG	CAMK2B
RXRG	CREBBP
RXRG	NCOR2
RXRG	NR1H2
RXRG	PPARG
RXRG	RARG
RYR1	CAMK2G
RYR1	HOMER1
RYR2	CACNA1C
RYR2	CAMK2D
RYR2	HOMER1
RYR2	ITPR1
RYR2	RYR1
RYR3	RYR2
SAFB2	SAFB
SAFB	CHD1
SAFB	CHD3
SAFB	HNRNPA1
SAFB	HNRNPK
SAFB	NCOR1
SAP130	ARID4B
SAP130	HDAC2
SAP18	ACIN1
SAP18	GLI3
SAP18	PNN
SAP18	RBM39
SARM1	IRAK1
SART1	CHERP
SART1	RBM25
SCAPER	CELSR3
SCMH1	PHC1
SCN2A	ANK3
SCN2A	ARHGEF10L
SCN5A	ANK3
SCN5A	CBL
SCN5A	DLG2
SCN5A	NEDD4L
SCN8A	GNAO1
SCN8A	MAPK14
SCNN1G	NEDD4L
SCUBE3	SCUBE1
SEC24C	MIA3
SEMA3F	NRP2
SEMA4C	DLG2
SEMA6D	PLXNA1
SENP1	RANBP2
SENP3	ATF7IP
SENP3	NPM1
SEPT7	CENPE
SEPT9	HIF1A
SEPT9	RAB10
SEPT9	SEPT7
SERBP1	CHD3
SERBP1	DAXX
SERF2	CHD3
SERF2	PSME3
SET	APBB1
SETBP1	SET
SETD1A	ASH2L
SETD1A	CXXC1
SETD1A	HCFC1
SETD1A	RBBP5
SETD2	CIC
SETD2	HTT
SETDB1	ATF7IP
SETDB1	BHLHE40
SETDB1	BTBD2
SETDB1	CBX8
SETDB1	CCDC106
SETDB1	CDYL
SETDB1	CHAF1A
SETDB1	DNMT3A
SETDB1	DNMT3B
SETDB1	EHMT1
SETDB1	ERG
SETDB1	HDAC2
SETDB1	KDM1A
SETDB1	MBD1
SETDB1	PABPC4
SETDB1	PML
SETDB1	PPARG
SETDB1	PTPRS
SET	KLF5
SET	PPP2CA
SET	RAC1
SF1	EFTUD2
SF1	FUS
SF1	HNRNPK
SF1	ILF3
SF1	RBM10
SF1	RBM17
SF1	RBM4
SF3A2	ACIN1
SF3A2	CCAR1
SF3A2	CDC5L
SF3A2	CHERP
SF3A2	DDX23
SF3A2	DDX42
SF3A2	DDX46
SF3A2	DHX15
SF3A2	DHX9
SF3A2	EFTUD2
SF3A2	FUS
SF3A2	HNRNPA3
SF3A2	HNRNPC
SF3A2	HNRNPK
SF3A2	HNRNPR
SF3A2	HNRNPU
SF3A2	HSPD1
SF3A2	ILF3
SF3A2	PLRG1
SF3A2	PNN
SF3A2	PPP1CA
SF3A2	PRCC
SF3A2	PRPF6
SF3A2	PRPF8
SF3A2	PUF60
SF3A2	RBM10
SF3A2	RBM17
SF3A2	RBM25
SF3A2	RBM39
SF3A2	RBM5
SF3A2	SAP130
SF3A2	SART1
SF3A2	SF1
SF3B1	CDC5L
SF3B1	DDB1
SF3B1	DDX42
SF3B1	DYRK1A
SF3B1	PLRG1
SF3B1	PRPF6
SF3B1	PRPF8
SF3B1	RBM17
SF3B1	SF3A2
SF3B2	CDC5L
SF3B2	HNRNPC
SF3B2	PRPF6
SF3B2	PRPF8
SF3B2	SF3A2
SF3B2	SF3B1
SF3B3	CDC5L
SF3B3	EFTUD2
SF3B3	PLRG1
SF3B3	PRPF6
SF3B3	SF3A2
SF3B3	SF3B1
SF3B3	SF3B2
SF3B4	BMPR1A
SF3B4	CDC5L
SF3B4	CHERP
SF3B4	DDX42
SF3B4	EFTUD2
SF3B4	FAM115A
SF3B4	ILF3
SF3B4	PRPF8
SF3B4	RBM10
SF3B4	RBM4
SF3B4	SF1
SF3B4	SF3A2
SF3B4	SF3B1
SF3B4	SF3B2
SFTPA1	DMBT1
SFTPA1	MYO18A
SFTPA2	SFTPA1
SGK1	CREB1
SGK1	NEDD4L
SGK1	NEK6
SGK1	PDPK1
SGK1	PIK3CA
SGK1	RAF1
SGK1	RICTOR
SH2B2	AKT1
SH2B2	CBL
SH2B2	EPOR
SH2B2	INPPL1
SH2B2	JAK1
SH2B2	JAK3
SH2B2	NTRK2
SH2B3	FLNA
SH2D3A	EGFR
SH2D3A	MAPK8
SH3BP1	ABL1
SH3BP1	RAC1
SH3BP5	MAPK10
SH3BP5	MAPK8
SHC3	EGFR
SHC3	FLT4
SHC3	NTRK2
SHC3	RET
SHOC2	KRAS
SHOC2	RAF1
SHPRH	FBXW7
SIAH1	AFF4
SIAH1	ATN1
SIAH1	CTNNB1
SIAH1	HTT
SIAH1	KHDRBS3
SIAH1	NUMB
SIGLEC11	PTPN6
SIK2	CRTC3
SIM1	ARNT
SIN3A	ARID4A
SIN3A	ARID4B
SIN3A	BCL6
SIN3A	CHD3
SIN3A	CHD4
SIN3A	COPS2
SIN3A	CSNK2A1
SIN3A	CTBP1
SIN3A	CTCF
SIN3A	DACH1
SIN3A	DHX30
SIN3A	DNMT3B
SIN3A	ETV6
SIN3A	HBP1
SIN3A	HCFC1
SIN3A	HDAC2
SIN3A	HDAC4
SIN3A	HDAC5
SIN3A	HDAC7
SIN3A	HTT
SIN3A	IKZF4
SIN3A	ING1
SIN3A	LRCH4
SIN3A	MBD2
SIN3A	MTA1
SIN3A	MTA2
SIN3A	MYB
SIN3A	NCOR1
SIN3A	NCOR2
SIN3A	NFKB1
SIN3A	NFKB2
SIN3A	PHF12
SIN3A	PML
SIN3A	REL
SIN3A	RELA
SIN3A	REST
SIN3A	SAP18
SIN3A	SETDB1
SIN3B	ARID4A
SIN3B	CBFA2T3
SIN3B	HDAC2
SIN3B	IKZF4
SIN3B	MYT1
SIN3B	REST
SIN3B	SETDB1
SIPA1	BRD4
SIRPA	IL1RAP
SIRPA	PTPN6
SIRT7	MAGED1
SIRT7	POLR1A
SIX1	AES
SIX1	DACH1
SIX1	EYA2
SIX1	EYA3
SIX1	EYA4
SIX2	AES
SIX2	EYA3
SIX4	EYA2
SIX4	EYA3
SIX4	KDM6A
SIX5	EYA3
SIX5	HMGB1
SKI	GLI3
SKI	MYB
SKI	NCOR1
SKI	PML
SKI	RNF111
SKI	SIN3A
SKIV2L2	PPP2R1A
SLC12A4	ATF7IP
SLC1A6	ARHGEF11
SLC1A6	ARIH2
SLC22A4	PDZK1
SLC4A3	ANK1
SLC4A3	CA4
SLC4A3	PRKCE
SLC4A4	CA4
SLC6A9	PRKCA
SLC8A1	ANK2
SLC8A1	PPP3CB
SLC9A1	MAP4K4
SLC9A1	MAPK14
SLC9A3	LRP2
SLC9A3	MAST2
SLC9A3	PDZK1
SLC9A3R1	CTNNB1
SLC9A3R1	EGFR
SLC9A3R1	GRIN1
SLC9A3R1	NOS2
SLC9A3R1	PDGFRA
SLC9A3R1	PDGFRB
SLC9A3R1	PLCB1
SLC9A3R1	PTEN
SLC9A3R1	SLC22A4
SLC9A3R1	SLC9A3
SLCO3A1	SLC9A3R1
SLMAP	PPP2CA
SLMAP	PPP2CB
SLMAP	PPP2R1A
SLU7	PPIG
SLU7	PRPF8
SLU7	SF3B2
SMAD1	BMPR1A
SMAD1	BTBD2
SMAD1	CREBBP
SMAD1	EIF2AK4
SMAD1	GLI3
SMAD1	GMEB1
SMAD1	HBP1
SMAD1	INPP4A
SMAD1	KAT2B
SMAD1	LEF1
SMAD1	MBD1
SMAD1	NOTCH2
SMAD1	PAK1
SMAD1	PSMD1
SMAD1	PUM1
SMAD1	RAB34
SMAD1	RAB6B
SMAD1	RAC2
SMAD1	RFX1
SMAD1	SF3B1
SMAD1	SKI
SMAD4	AKT1
SMAD4	AP2B1
SMAD4	ATF2
SMAD4	ATF7IP
SMAD4	CAMK2G
SMAD4	CREBBP
SMAD4	CTCF
SMAD4	CTNNB1
SMAD4	DACH1
SMAD4	DAXX
SMAD4	EIF2AK4
SMAD4	FOXO1
SMAD4	GLI3
SMAD4	HNF4A
SMAD4	LEF1
SMAD4	MED15
SMAD4	MEF2A
SMAD4	NEK6
SMAD4	NOTCH4
SMAD4	NUAK2
SMAD4	OCLN
SMAD4	PAK1
SMAD4	PARD3
SMAD4	PLG
SMAD4	PRKAR1B
SMAD4	RAB34
SMAD4	RAC2
SMAD4	RFX1
SMAD4	RIPK2
SMAD4	SKI
SMAD4	SMAD1
SMAD5	FLNA
SMAD5	MBD1
SMAD5	PTPN12
SMAD5	RBM4
SMAD5	RYR2
SMAD5	SF3B1
SMAD5	SKI
SMAD5	SMAD1
SMAD5	SMAD4
SMAD6	BMPR1B
SMAD6	MAP3K7
SMAD6	RNF111
SMAD6	SMAD1
SMAD6	SMAD4
SMAD6	SMAD5
SMARCA2	ARID1B
SMARCA2	CREBBP
SMARCA2	DPF2
SMARCA2	HDAC2
SMARCA2	KAT2B
SMARCA2	MYB
SMARCA2	NR3C1
SMARCA2	PRPF6
SMARCA2	SIN3A
SMARCA4	ARID1B
SMARCA4	ARID2
SMARCA4	ATF3
SMARCA4	BAZ1B
SMARCA4	BRWD1
SMARCA4	CARM1
SMARCA4	CHD4
SMARCA4	CHD7
SMARCA4	CIITA
SMARCA4	CREB1
SMARCA4	CREBBP
SMARCA4	CTNNB1
SMARCA4	DPF2
SMARCA4	ETS2
SMARCA4	HDAC2
SMARCA4	HSF1
SMARCA4	NCOA1
SMARCA4	NCOR1
SMARCA4	NR3C1
SMARCA4	PAX6
SMARCA4	PPARG
SMARCA4	REST
SMARCA4	SIN3A
SMARCA4	SMARCA2
SMARCA5	BAZ1A
SMARCA5	BAZ1B
SMARCA5	BAZ2A
SMARCA5	CDT1
SMARCA5	CREB1
SMARCA5	CTNNB1
SMARCA5	DNMT1
SMARCA5	DNMT3B
SMARCA5	HDAC2
SMARCA5	POLR1A
SMARCA5	RAD21
SMARCA5	RSF1
SMARCC1	ARID1B
SMARCC1	BAZ1B
SMARCC1	CHD4
SMARCC1	DPF2
SMARCC1	NCOR1
SMARCC1	NR3C1
SMARCC1	SIN3A
SMARCC1	SMARCA2
SMARCC1	SMARCA4
SMARCC2	ARID1B
SMARCC2	ARID2
SMARCC2	BAZ1B
SMARCC2	CARM1
SMARCC2	CHD7
SMARCC2	DPF2
SMARCC2	HDAC2
SMARCC2	ITSN1
SMARCC2	NCOR1
SMARCC2	SMARCA2
SMARCC2	SMARCA4
SMARCC2	SMARCC1
SMARCE1	ARID1B
SMARCE1	ARID2
SMARCE1	BAZ1B
SMARCE1	CARM1
SMARCE1	CHD7
SMARCE1	DPF2
SMARCE1	HDAC2
SMARCE1	NCOA1
SMARCE1	NCOA2
SMARCE1	NR3C1
SMARCE1	SMAD1
SMARCE1	SMARCA2
SMARCE1	SMARCA4
SMARCE1	SMARCC1
SMARCE1	SMARCC2
SMC3	CTCF
SMC3	HDAC2
SMC3	NIPBL
SMC3	PDS5A
SMC3	PDS5B
SMC3	RAD21
SMC3	RPGR
SMC3	SMARCA5
SMC6	NSMCE4A
SMG7	FGFR3
SMG7	SMG1
SMNDC1	SF3A2
SMO	PTCH1
SMURF1	AP2B1
SMURF1	ASH2L
SMURF1	BMPR1A
SMURF1	BMPR1B
SMURF1	CXXC1
SMURF1	ETV6
SMURF1	FCHO1
SMURF1	LIMS1
SMURF1	LONRF3
SMURF1	NDFIP2
SMURF1	OCLN
SMURF1	PAK1
SMURF1	PARD6A
SMURF1	PWP1
SMURF1	RIPK2
SMURF1	RUNX3
SMURF1	SKI
SMURF1	SMAD1
SMURF1	SMAD4
SMURF1	SMAD5
SMURF1	SMAD6
SNAP25	HGS
SNAP25	ITSN1
SNAP25	KCNB1
SNAP25	KIF5B
SNAP25	PRKCA
SNAP25	RIMS1
SNAP91	AP2B1
SNAP91	PLCG1
SNRNP200	CDC5L
SNRNP200	IRAK1
SNRNP200	PRPF6
SNRNP200	PRPF8
SNRNP200	RBM5
SNRNP200	SF3A2
SNRNP200	SF3B2
SNRNP200	SMNDC1
SNTB2	ABCA1
SNTB2	DGKZ
SNTB2	MAST2
SNTB2	PTPRN
SNTB2	SCN5A
SNW1	ACTN2
SNW1	CCNT1
SNW1	CDC5L
SNW1	CIR1
SNW1	CKAP5
SNW1	DAXX
SNW1	DDX23
SNW1	EFTUD2
SNW1	HDAC2
SNW1	NCOA1
SNW1	NCOR1
SNW1	NCOR2
SNW1	NOTCH1
SNW1	NOTCH2
SNW1	NOTCH3
SNW1	PLRG1
SNW1	PRPF8
SNW1	SART1
SNW1	SKI
SNX13	GNAS
SNX17	LRP8
SNX9	DNM2
SNX9	PAK2
SORCS1	FURIN
SOS1	ABL1
SOS1	BCR
SOS1	BIN1
SOS1	CBL
SOS1	CSF1R
SOS1	EGFR
SOS1	ERBB2
SOS1	FGFR1
SOS1	ITSN1
SOS1	MET
SOS1	PACSIN1
SOS1	PIK3R1
SOS1	PIK3R2
SOS1	PLCG1
SOS1	PTPN6
SOS1	RANBP9
SOS1	RET
SOS1	SNX9
SOS2	ABL1
SOS2	EGFR
SOS2	PLCG1
SOS2	SNX9
SOX5	SMAD1
SOX5	SMAD5
SOX6	CTBP2
SOX6	SOX5
SOX8	PAX3
SOX8	POU5F1
SP1	ARNT
SP1	ATF7IP
SP1	BCL6
SP1	CREBBP
SP1	CSNK2A1
SP1	DNMT1
SP1	E2F3
SP1	EGR1
SP1	ETS1
SP1	GATA1
SP1	GATA4
SP1	HCFC1
SP1	HDAC2
SP1	HDAC4
SP1	HIF1A
SP1	HNF4A
SP1	HTT
SP1	KLF10
SP1	KLF4
SP1	MEF2C
SP1	MEF2D
SP1	MIER1
SP1	NCOR1
SP1	NCOR2
SP1	NFKB1
SP1	NFYA
SP1	NOS3
SP1	PML
SP1	POGZ
SP1	PPARG
SP1	PRKCZ
SP1	REL
SP1	RELA
SP1	RXRA
SP1	SKIV2L2
SP1	SMAD4
SP1	SMARCA4
SP1	SOX8
SP3	GRIN1
SP3	HDAC2
SP3	SP1
SP4	SP1
SPAG9	KLC1
SPAG9	MAP3K3
SPAG9	MAPK14
SPAG9	MAPK8
SPAG9	NFKB1
SPAST	RTN1
SPEN	CTBP1
SPEN	HDAC2
SPEN	MTA2
SPEN	NCOR1
SPEN	NCOR2
SPI1	BCL6
SPI1	CREBBP
SPI1	DNMT3A
SPI1	DNMT3B
SPI1	ERG
SPI1	FOS
SPI1	FUS
SPI1	GATA1
SPI1	GATA2
SPI1	NFATC1
SPI1	NFKB1
SPIB	CREBBP
SPIB	CSNK2A1
SPIB	MAPK8
SPIB	SPI1
SPTB	ANK1
SPTB	AP1G1
SPTB	MAPT
SPTBN1	ANK2
SPTBN1	ATF7IP
SPTBN1	CPNE4
SPTBN1	CSNK2A1
SPTBN1	SMAD4
SPTBN2	CELSR3
SPTBN2	DCTN1
SPTBN2	MINK1
SRC	ABL1
SRC	ACTN1
SRC	ADRBK1
SRC	AKT1
SRC	ANKRD11
SRCAP	ATG9A
SRCAP	CARM1
SRCAP	CREBBP
SRCAP	DMAP1
SRCAP	KAT2B
SRCAP	KAT5
SRCAP	NCOA2
SRC	ARHGAP17
SRC	ASAP1
SRC	ASAP2
SRC	ATP2B4
SRC	BCR
SRC	CARM1
SRC	CBL
SRC	CD44
SRC	CNTNAP1
SRC	CREBBP
SRC	CSF1R
SRC	CTNNB1
SRC	DGKZ
SRC	DNM2
SRC	DOK1
SRC	EGFR
SRC	ERBB2
SRC	ETS1
SRC	ETS2
SRC	FGR
SRC	FOXO1
SRC	GAB2
SRC	GIT1
SRC	GRB10
SRC	GRIN2A
SRC	GRIN2B
SRC	GTF2I
SRC	HLA-A
SRC	HNF1A
SRC	HNRNPK
SRC	IGF1R
SRC	IKBKB
SRCIN1	SNAP25
SRC	INPPL1
SRC	JUP
SRC	KCNB1
SRC	KCNQ5
SRC	KDR
SRC	MAP2
SRC	MAPK8IP3
SRC	MAPT
SRC	MET
SRC	MLLT4
SRC	MYLK
SRC	NMT1
SRC	NOS2
SRC	NPHS1
SRC	NR3C1
SRC	PAK2
SRC	PDCD6IP
SRC	PDGFRB
SRC	PDPK1
SRC	PIK3R1
SRC	PIK3R2
SRC	PLCG1
SRC	PRKCA
SRC	PRKCE
SRC	PRKCZ
SRC	PTK2
SRC	PTPN18
SRC	PTPN2
SRC	PTPN6
SRC	PTPRA
SRC	PTPRE
SRC	PXN
SRC	RAF1
SRC	RASA1
SRC	RET
SRC	RXRA
SRC	SH3BP1
SRC	SMARCE1
SRC	SNAP25
SRF	CAMK2A
SRF	CREB1
SRF	CREBBP
SRF	CSNK2A1
SRF	ELK1
SRF	FLI1
SRF	GATA4
SRF	GTF2I
SRF	HDAC4
SRF	KAT5
SRF	MKL1
SRF	MKL2
SRF	NCOA1
SRF	NCOR2
SRF	NFYA
SRF	PML
SRF	PYCARD
SRF	REL
SRF	RELA
SRF	RXRA
SRF	RXRG
SRF	SMARCA4
SRF	SP1
SRF	SRC
SRGAP1	BMPR1B
SRGAP1	CDC42
SRPK2	ACIN1
SRPK2	DDX46
SRPK2	PRPF38A
SRPK2	RBM39
SRRM1	CDC5L
SRRM1	FUS
SRRM1	SF3A2
SRRT	CHD3
SRRT	GIT1
SRRT	HNRNPK
SRRT	SF3A2
SSFA2	LUC7L2
SSRP1	CHD1
SSRP1	CSNK2A1
SSRP1	DHX9
SSRP1	NEK9
SSRP1	SPI1
SSRP1	SRF
SSSCA1	FXR2
ST5	ABL1
STAG3	SMC3
STAT5A	CBL
STAT5A	CREBBP
STAT5A	EGFR
STAT5A	EPOR
STAT5A	JAK1
STAT5A	JAK3
STAT5A	NCOA1
STAT5A	NCOR2
STAT5A	NR3C1
STAT5A	PDGFRA
STAT5A	PDGFRB
STAT5A	PPP2CA
STAT5A	PTPN2
STAT5A	SRC
STAT5B	CBL
STAT5B	CREBBP
STAT5B	EGFR
STAT5B	EPOR
STAT5B	ETS1
STAT5B	ETS2
STAT5B	JAK1
STAT5B	JAK3
STAT5B	NCOR2
STAT5B	NR3C1
STAT5B	PDGFRA
STAT5B	PDGFRB
STAT5B	PPP2CA
STAT5B	PTPN2
STAT5B	PTPN6
STAT5B	SRC
STAT5B	STAT5A
STK11	MARK1
STK11	MARK2
STK11	MARK4
STK11	PARD3
STK11	PRKAA1
STK11	PTEN
STK11	RPS6KB1
STK11	SIK1
STK11	SMARCA4
STK11	SNRK
STK39	MAPK14
STK39	SLC12A2
STK39	SLC12A6
STK3	CTTNBP2NL
STK3	PPP2CA
STK3	PPP2R1A
STK3	RAF1
STK3	SLMAP
STMN4	PHIP
STRN3	CCT6A
STRN3	CTTNBP2NL
STRN3	PPP2CA
STRN3	PPP2CB
STRN3	PPP2R1A
STRN3	SLMAP
STRN3	STK3
STRN3	STRN
STRN4	CCT6A
STRN4	CTTNBP2NL
STRN4	NBEA
STRN4	PI4KA
STRN4	PPP2CA
STRN4	PPP2CB
STRN4	PPP2R1A
STRN4	STK3
STRN4	STRN
STRN4	STRN3
STRN	ATF7IP
STRN	CCT6A
STRN	CTTNBP2NL
STRN	PPP2CA
STRN	PPP2CB
STRN	PPP2R1A
STRN	SLMAP
STRN	STK3
STUB1	AKT1
STUB1	BMPR1B
STUB1	ERBB2
STUB1	HSF1
STUB1	HSPA4
STUB1	HSPD1
STUB1	LRRK2
STUB1	MAP3K5
STUB1	MAPT
STUB1	NOS1
STUB1	PPP2R1A
STUB1	PSMA3
STUB1	RAF1
STUB1	SGK1
STUB1	SMAD1
STUB1	SMAD4
STUB1	SMURF1
STXBP3	PRKCA
SUB1	CSNK2A1
SUB1	CSTF2
SUB1	HNF4A
SUB1	HSF1
SUDS3	ARID4B
SUDS3	HDAC2
SUDS3	SAP130
SUDS3	SIN3A
SUDS3	SIN3B
SUPT16H	NEK9
SUPT16H	POLD1
SUPT16H	SMCHD1
SUPT16H	SSRP1
SUPT6H	IWS1
SUZ12	CTCF
SUZ12	DNMT1
SUZ12	EED
SUZ12	EZH1
SUZ12	GATA4
SUZ12	HDAC2
SUZ12	JARID2
SUZ12	KDM5A
SUZ12	MTF2
SUZ12	PHF1
SUZ12	SETDB1
SVEP1	ATF7IP
SYK	CBL
SYK	CBLB
SYK	DBNL
SYK	EPOR
SYK	FCGR2A
SYK	FGR
SYK	GAB2
SYK	HNRNPU
SYK	INPP5D
SYK	JAK1
SYK	MAP4K1
SYK	PIK3R1
SYK	PIK3R2
SYK	PLCG1
SYK	PLCG2
SYK	PRKCA
SYK	PTK2
SYK	PTPN6
SYK	PXN
SYK	RASA1
SYK	SH2B2
SYK	SRC
SYK	STAT5A
SYMPK	CPSF3
SYMPK	CSTF2
SYMPK	HSF1
SYMPK	HTT
SYN1	AMPH
SYN1	BIN1
SYN1	CAMK2G
SYN1	KAT5
SYN1	NOS1AP
SYN1	PAK1
SYN1	PAK2
SYN1	PAK3
SYN1	PIK3R1
SYN1	PLCG1
SYN1	RASA1
SYN1	SRC
SYNCRIP	EPRS
SYNCRIP	HNRNPK
SYNCRIP	HNRNPU
SYNCRIP	PABPC1
SYNCRIP	PCSK7
SYNCRIP	SF3A2
SYNJ1	AMPH
SYNJ1	BIN1
SYNJ1	FNBP4
SYNJ1	ITSN1
SYNJ1	PACSIN1
SYNJ1	SH3BP1
SYNJ1	SNX9
SYT1	CACNA1A
SYT1	NR3C1
SYT1	NRXN1
SYT1	PPARG
SYT1	RIMS1
SYT1	SNAP25
SYT1	SYNCRIP
SYT2	NRXN1
SYT2	SYNCRIP
SYT5	NRXN1
SYTL1	NRXN1
SYVN1	ATN1
SYVN1	ERLIN2
SYVN1	SGK1
TAF15	KAT2B
TAF15	PRMT1
TAF15	SAFB
TAF15	SF1
TAF15	TAF1
TAF1	CSNK2A1
TAF1	FOS
TAF1	GTF2A1
TAF1	HMGB1
TAF1	HSF1
TAF1	PHF8
TAF1	RELA
TAF1	SUB1
TAF4B	RELA
TAF5L	ATXN7
TAF5L	ATXN7L3
TAF5L	KAT2B
TAF6	CIITA
TAF6	GTF2A1
TAF6	NCOR1
TAF6	NFYA
TAF6	RELA
TAF6	TAF1
TANC1	CAMK2A
TANC1	DLGAP1
TANC1	GRIA1
TANC1	GRIN2B
TANC1	HOMER1
TAOK1	MARK1
TAOK1	MARK2
TAOK1	MST1
TAOK2	ELK1
TARDBP	FUS
TARDBP	HDAC6
TARDBP	IRAK1
TARDBP	SETDB1
TBC1D10A	GRIN1
TBC1D10A	SLC9A3R1
TBL1XR1	NCOR1
TBP	ATXN7
TBP	BCL3
TBP	BRF1
TBP	BTAF1
TBP	CAND2
TBP	CREBBP
TBP	CXXC1
TBP	DHX9
TBP	DRAP1
TBP	FOS
TBP	GTF2A1
TBP	GTF3C2
TBP	GTF3C3
TBP	HMGB1
TBP	HNRNPK
TBP	HSF1
TBP	HTT
TBP	KDM5A
TBP	NACA
TBP	NCOA1
TBP	NR3C1
TBP	PAX5
TBP	PAX6
TBP	POU2F2
TBP	PSMC2
TBP	REL
TBP	RELA
TBP	RRN3
TBP	RXRA
TBP	SMARCA2
TBP	SP1
TBP	SPI1
TBP	SPIB
TBP	SUB1
TBP	TAF1
TBP	TAF15
TBP	TAF3
TBP	TAF4B
TBP	TAF6
TBX5	GATA4
TCEA1	CIR1
TCEA1	CTDP1
TCEA1	IWS1
TCEB2	ARNT
TCEB2	ASB2
TCEB2	HIF1A
TCEB2	NRBP1
TCERG1	CHAF1A
TCERG1	CHD3
TCERG1	HNRNPM
TCERG1	HSPA4
TCERG1	HTT
TCERG1	NPM1
TCERG1	SETDB1
TCERG1	SF1
TCERG1	SF3A2
TCERG1	SF3B1
TCERG1	SF3B2
TCERG1	SF3B4
TCF12	CREBBP
TCF12	SOX8
TCF4	CTNNB1
TCF4	HBP1
TCF4	JUP
TCF7L1	CTNNB1
TCF7L2	CREBBP
TCF7L2	CSNK2A1
TCF7L2	CTBP1
TCF7L2	CTNNB1
TCF7L2	DAXX
TCF7L2	JUP
TCP10	PARD6A
TEK	ANGPT1
TEK	CBL
TEK	GRB14
TEK	PIK3R1
TEK	PTPRB
TEK	STAT5A
TEK	STAT5B
TERF2	ACD
TERF2IP	ACD
TERF2IP	AP2B1
TERF2IP	POT1
TERF2IP	TERF2
TERF2	MUS81
TERF2	POT1
TFDP1	E2F3
TFDP1	E2F4
TFDP1	E2F5
TFDP1	E2F6
TFDP1	LIN54
TFE3	E2F3
TFE3	HMGB1
TFE3	SMAD4
TFPT	ACTR5
TFPT	ELL
TFPT	INO80
TFPT	NFRKB
TGFB1I1	GIT1
TGFB1I1	ITGA4
TGFB1I1	NR3C1
TGFB1I1	PTK2
TGFB1I1	PTPN12
TGFB1I1	SLC6A3
TGFBR1	AP2B1
TGFBR1	ASH2L
TGFBR1	BMPR1B
TGFBR1	BTBD2
TGFBR1	CD44
TGFBR1	CDC20
TGFBR1	CTNNB1
TGFBR1	EIF2AK4
TGFBR1	GNA13
TGFBR1	IKBKB
TGFBR1	KATNB1
TGFBR1	LIMS1
TGFBR1	MAP3K7
TGFBR1	NEK6
TGFBR1	NUAK2
TGFBR1	OCLN
TGFBR1	PAK1
TGFBR1	PARD6A
TGFBR1	PIK3R1
TGFBR1	PIK3R2
TGFBR1	PML
TGFBR1	PREX2
TGFBR1	RAB34
TGFBR1	RAB6B
TGFBR1	SAMD8
TGFBR1	SMAD1
TGFBR1	SMAD4
TGFBR1	SMAD6
TGFBR1	SMURF1
TGFBR1	STUB1
TH	CAMK2G
TH	CDK11B
TH	CSNK2A1
T	HLA-A
T	HLA-DRB5
T	HLA-E
THRB	BRD8
THRB	CAMK2B
THRB	CNOT1
THRB	COPS2
THRB	CTCF
THRB	FOXO1
THRB	HDAC2
THRB	JMJD1C
THRB	NCOA1
THRB	NCOA2
THRB	NCOR1
THRB	NCOR2
THRB	RXRA
THRB	RXRB
THRB	RXRG
THRB	SRC
TIAM1	ABCA1
TIAM1	ANK1
TIAM1	CAMK2G
TIAM1	CD44
TIAM1	EPHA2
TIAM1	MAPK8IP2
TIAM1	PARD3
TIAM1	PRKCA
TIAM1	PRKCE
TIAM1	PRKCG
TIAM1	PRKCZ
TIAM1	RAC1
TIAM1	SRC
TICAM2	IL1RAP
TICAM2	IRAK1
TICAM2	SARM1
TINF2	ACD
TINF2	POT1
TINF2	TERF2
TINF2	TERF2IP
TJP1	ACTN4
TJP1	CTNNA1
TJP1	EGFR
TJP1	GRIN1
TJP1	MLLT4
TJP1	OCLN
TLE1	AES
TLE1	ATN1
TLE1	BTBD2
TLE1	CTNNB1
TLE1	EIF2S2
TLE1	FUBP1
TLE1	HMGB1
TLE1	HNF1A
TLE1	KDM6A
TLE1	LEF1
TLE1	RUNX3
TLE1	SIX1
TLE1	SIX2
TLE2	HMGB1
TLE2	TLE1
TLE4	CUX1
TLE4	OTX2
TLE4	PAX5
TLN1	ITGA2B
TLN1	ITGB7
TLN1	LRP2
TLN1	PTK2
TLN1	PXN
TNFRSF11A	CBL
TNFRSF11A	CBLB
TNFRSF11A	GAB2
TNFRSF11A	MAP3K7
TNFRSF11A	SRC
TNIK	CTNNB1
TNIK	TCF7L2
TNK2	CDC42
TNK2	EGFR
TNK2	RASGRF1
TNK2	SNX9
TNK2	SRC
TNKS2	FNBP1
TNKS2	GRB14
TNR	BCAN
TNR	NCAN
T	NRP2
TNS3	SRC
TOP1	BTBD2
TOP1	CSNK2A1
TOP1	GTF3C1
TOP1	H2AFY
TOP1	NCL
TOP2A	CDC5L
TOP2A	CDT1
TOP2A	CSNK2A1
TOP2A	DHX9
TOP2A	HDAC2
TOP2A	PRKCA
TOP2A	PRKCG
TOP2A	RANBP2
TOP2A	TOP1
TOP2B	BAZ1B
TOP2B	HDAC2
TOP2B	RANBP2
TOP2B	TOP2A
TOP3A	PLK1
TOP3B	CHD8
TP53	ABL1
TP53	ARID3A
TP53	ARIH2
TP53	ATF3
TP53	ATR
TP53	BANP
TP53	BBC3
TP53	BCR
